#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
12 12 0.00 0.001 0 -0.000877209765312 0.002355961381470
12 12 0.00 0.001 1 nan nan
12 12 0.00 0.001 2 -0.041245439304817 0.002184216799532
12 12 0.00 0.001 3 -0.054758559948696 0.001391121984705
12 12 0.00 0.001 4 -0.042700190646352 0.001752425738668
12 12 0.00 0.001 5 -0.015654455980671 0.001636281274362
12 12 0.00 0.001 6 -0.000805495320094 0.001870869549503
12 12 0.00 0.001 7 -0.006038246194624 0.001799027455772
12 12 0.00 0.001 8 -0.024525088588283 0.001629139465905
12 12 0.00 0.001 9 nan nan
12 12 0.00 0.001 10 -0.035455299696477 0.002120862841765
12 12 0.00 0.001 11 -0.004506293542594 0.001656820601626
12 12 0.00 0.001 12 0.002192306600151 0.002004487868525
12 12 0.00 0.001 13 0.001074229418278 0.001700334380112
12 12 0.00 0.001 14 -0.009580742147430 0.001681459430103
12 12 0.00 0.001 15 -0.018188584913728 0.001814127792896
12 12 0.00 0.001 16 nan nan
12 12 0.00 0.001 17 -0.012890499841357 0.001596527562304
12 12 0.00 0.001 18 0.001467706813436 0.001721032021998
12 12 0.00 0.001 19 0.005951999236761 0.001689880986816
12 12 0.00 0.001 20 -0.001947348603922 0.001838110143389
12 12 0.00 0.001 21 -0.006507789575838 0.001711066246822
12 12 0.00 0.001 22 -0.000479496358172 0.001588048070465
12 12 0.00 0.001 23 -0.007212828065226 0.001529881094039
12 12 0.00 0.001 24 0.001084076995794 0.001730700052030
12 12 0.00 0.001 25 0.000933542859831 0.001605561998044
12 12 0.00 0.001 26 -0.000011398953962 0.001072797701442
12 12 0.00 0.001 27 -0.002131225901921 0.001504381345374
12 12 0.00 0.001 28 -0.008369191653916 0.001197252502343
12 12 0.00 0.001 29 -0.005375298334596 0.001447703495397
12 12 0.00 0.001 30 -0.001007433643350 0.001605531171772
12 12 0.00 0.001 31 -0.001840218512528 0.001594612248729
12 12 0.00 0.001 32 0.004277460757100 0.001958673002681
12 12 0.00 0.001 33 0.003983566515158 0.001174679283269
12 12 0.00 0.001 34 -0.002740493601929 0.001571823345359
12 12 0.00 0.001 35 -0.001972243638376 0.001311798765616
12 12 0.00 0.001 36 nan nan
12 12 0.00 0.001 37 0.000008305098525 0.001188802406390
12 12 0.00 0.001 38 -0.002161325622409 0.001332156998841
12 12 0.00 0.001 39 nan nan
12 12 0.00 0.001 40 0.001117433035626 0.001434945094292
12 12 0.00 0.001 41 0.002208417055481 0.001541848116119
12 12 0.00 0.001 42 0.000863523529649 0.001302401215481
12 12 0.00 0.001 43 -0.004561539643445 0.001495560516260
12 12 0.00 0.001 44 -0.009087773194674 0.001637317489223
12 12 0.00 0.001 45 -0.000274118025480 0.001561980004974
12 12 0.00 0.001 46 0.002029309477001 0.001478281355856
12 12 0.00 0.001 47 0.002300333800424 0.001484483928700
12 12 0.00 0.001 48 0.000135713670208 0.001261396060758
12 12 0.00 0.001 49 -0.008952775235442 0.001578897590694
12 12 0.00 0.001 50 -0.002711903974135 0.001224678488587
12 12 0.00 0.001 51 -0.007001023512906 0.001651535142963
12 12 0.00 0.001 52 -0.002301675008198 0.001226309019453
12 12 0.00 0.001 53 0.000578333791158 0.001326310756054
12 12 0.00 0.001 54 -0.001934300276654 0.001541602858818
12 12 0.00 0.001 55 -0.013700422266697 0.001579255858500
12 12 0.00 0.001 56 -0.016878132061025 0.001698323400484
