#Ls   Lt  mu  ma  nfluxes AxialCurrent Err
16 12 0.70 0.001 0 0.00112637923130568 0.0017672304473683787
16 12 0.70 0.001 1 -0.059958320217155386 0.0017383567675717567
16 12 0.70 0.001 2 -0.12029901955067984 0.0024584161897499915
16 12 0.70 0.001 3 -0.14721320967491494 0.0028563662884031854
16 12 0.70 0.001 4 -0.10096639646444931 0.005395764567183094
16 12 0.70 0.001 5 -0.12134729233418927 0.003055115757303124
16 12 0.70 0.001 6 -0.09269195789018594 0.003516825917790332
16 12 0.70 0.001 7 -0.07220580870054698 0.0037622179305664117
16 12 0.70 0.001 8 -0.011584816292678999 0.005032854007689486
16 12 0.70 0.001 9 -0.03868538610154872 0.008110999702659546
16 12 0.70 0.001 10 -0.06378576915881044 0.009222848222663681
16 12 0.70 0.001 11 -0.11708724022146196 0.004615401875486032
16 12 0.70 0.001 12 -0.10699199566015612 0.004878349665525358
16 12 0.70 0.001 13 -0.07529041754157262 0.0047649508157603
16 12 0.70 0.001 14 -0.039757741639543674 0.008492095627780081
16 12 0.70 0.001 15 -0.0004744725584081995 0.006236589871018405
16 12 0.70 0.001 16 0.06402258330681806 0.003965312183694633
16 12 0.70 0.001 17 0.02344879644472096 0.00759931262232148
16 12 0.70 0.001 18 0.026104408457474877 0.007749327295538467
16 12 0.70 0.001 19 0.10493930024142265 0.005064247429024227
16 12 0.70 0.001 20 -0.0020710120275964396 0.00946159284669605
16 12 0.70 0.001 21 0.006629948599179478 0.009213098060718034
16 12 0.70 0.001 22 0.024123203158767037 0.009267778662348115
16 12 0.70 0.001 23 0.030339774319188276 0.012318362213353739
16 12 0.70 0.001 24 0.15526750277094112 0.005793897457896657
16 12 0.70 0.001 25 0.19387568168244837 0.004087878208374163
16 12 0.70 0.001 26 0.2153302209869886 0.003842463438065296
16 12 0.70 0.001 27 0.037844970668221484 0.008038787245653383
16 12 0.70 0.001 28 0.20613565794408337 0.005216349386002364
16 12 0.70 0.001 29 0.20912829721892923 0.00580289289530982
16 12 0.70 0.001 30 0.06455666547494428 0.00810080977279138
16 12 0.70 0.001 31 0.20883963533914687 0.0037890730997539672
16 12 0.70 0.001 32 0.043872998507707796 0.0050054746815333265
16 12 0.70 0.001 33 0.05584588271677289 0.005349192319643037
16 12 0.70 0.001 34 0.05090797828800349 0.005674084057283596
16 12 0.70 0.001 35 0.1370745989282391 0.004668861622474578
16 12 0.70 0.001 36 0.035788477794801994 0.009057870035761046
16 12 0.70 0.001 37 0.029689544204966483 0.01028412087936894
16 12 0.70 0.001 38 0.09605653480115334 0.005138518662638078
16 12 0.70 0.001 39 0.01713152755191496 0.006830545527268389
16 12 0.70 0.001 40 0.00846519870408652 0.011222570829624792
16 12 0.70 0.001 41 0.04438796017270672 0.005186323134268223
16 12 0.70 0.001 42 0.15905910702392523 0.0036079619045780364
16 12 0.70 0.001 43 0.04709527240907521 0.004687221711742205
16 12 0.70 0.001 44 0.01602038524049472 0.007193329422928307
16 12 0.70 0.001 45 0.11512821800386588 0.005242760500923853
16 12 0.70 0.001 46 0.09065179015354706 0.00530252180329628
16 12 0.70 0.001 47 0.011297786649881639 0.007435800025666501
16 12 0.70 0.001 48 0.09239640936613554 0.005155727678434047
16 12 0.70 0.001 49 0.10299288661216878 0.0057998293287316515
16 12 0.70 0.001 50 0.08858680260240581 0.005796386709834451
